dataset,release_year,key_files,access_date,citation
2017 National Household Travel Survey public-use survey data,2017,"trippub.csv, perpub.csv, hhpub.csv, vehpub.csv","June 2, 2026","Federal Highway Administration. (2017). 2017 National Household Travel Survey, U.S. Department of Transportation, Washington, DC. Available online: https://nhts.ornl.gov."
