group,n,mean_access_time,mean_egress_time,mean_distance,commute_share
multimodal,7240,11.157989977728285,14.55498185877756,14.075247873971838,0.368646408839779
walk-only/low-burden,3850,3.3479523671216964,3.2516710258645745,7.186505351083269,0.2503896103896104
